frame_id,active_tracks,avg_speed,density,congested,fps
308,7,1.568,8e-06,True,11.94
309,8,1.295,9e-06,True,12.48
310,8,1.74,9e-06,True,12.71
311,7,2.594,8e-06,True,12.35
312,7,2.613,8e-06,True,12.63
313,7,2.737,8e-06,True,12.53
314,7,2.48,8e-06,True,12.62
315,6,2.78,7e-06,True,12.37
316,5,2.606,5e-06,True,11.73
317,5,2.445,5e-06,True,12.48
318,5,2.564,5e-06,True,12.34
319,6,2.23,7e-06,True,11.56
320,7,1.945,8e-06,True,11.98
321,7,2.501,8e-06,True,11.85
322,7,2.678,8e-06,True,12.23
323,8,1.771,9e-06,True,9.21
324,8,1.947,9e-06,True,11.52
325,8,2.012,9e-06,True,12.2
326,8,2.052,9e-06,True,12.26
327,7,2.098,8e-06,True,12.38
328,8,1.849,9e-06,True,12.02
329,7,1.548,8e-06,True,12.05
330,6,1.358,7e-06,True,12.17
331,6,1.422,7e-06,True,12.06
332,6,1.453,7e-06,True,12.12
333,8,1.106,9e-06,True,12.02
334,8,1.548,9e-06,True,11.05
335,7,1.51,8e-06,True,11.95
336,8,1.349,9e-06,True,10.63
337,9,1.201,1e-05,True,11.22
338,7,1.216,8e-06,True,11.2
339,9,0.876,1e-05,True,11.22
340,8,1.015,9e-06,True,10.22
341,8,0.498,9e-06,True,10.6
342,7,0.616,8e-06,True,10.88
343,6,0.602,7e-06,True,11.56
344,4,0.942,4e-06,True,11.66
345,4,0.91,4e-06,True,11.91
346,3,1.12,3e-06,True,11.71
347,2,1.178,2e-06,True,12.01
348,2,1.294,2e-06,True,11.37
349,1,1.188,1e-06,True,8.96
350,1,1.155,1e-06,False,11.46
351,1,1.024,1e-06,False,11.23
352,1,0.57,1e-06,False,3.95
353,1,0.437,1e-06,False,10.57
354,2,0.272,2e-06,False,11.91
355,2,0.392,2e-06,False,11.42
356,2,0.576,2e-06,False,11.21
357,2,1.727,2e-06,False,10.8
358,3,1.283,3e-06,False,11.66
359,3,1.948,3e-06,False,9.86
360,3,1.847,3e-06,False,11.13
361,3,2.077,3e-06,False,11.75
362,3,2.113,3e-06,False,11.76
363,3,1.938,3e-06,False,10.53
364,3,1.76,3e-06,False,11.33
365,4,1.304,4e-06,False,11.71
366,4,1.273,4e-06,False,11.67
367,4,1.818,4e-06,False,11.87
368,4,1.841,4e-06,False,11.57
369,5,1.464,5e-06,False,11.81
370,5,1.669,5e-06,True,11.34
371,4,1.633,4e-06,True,11.51
372,3,0.93,3e-06,True,11.95
373,5,0.563,5e-06,True,11.77
374,5,1.495,5e-06,True,11.5
375,4,1.6,4e-06,True,11.76
376,4,1.643,4e-06,True,11.52
377,4,1.565,4e-06,True,11.81
378,4,1.531,4e-06,True,11.68
379,3,1.106,3e-06,True,11.26
380,3,1.236,3e-06,True,11.79
381,3,1.174,3e-06,True,11.6
382,3,1.182,3e-06,True,11.42
383,2,1.663,2e-06,False,11.76
384,2,1.63,2e-06,False,11.64
385,2,1.755,2e-06,False,11.75
386,2,1.798,2e-06,False,11.72
387,5,0.761,5e-06,False,11.67
388,5,1.668,5e-06,False,11.64
389,5,1.381,5e-06,False,11.47
390,6,1.208,7e-06,False,11.48
391,6,1.173,7e-06,False,11.59
392,5,1.547,5e-06,True,11.51
393,4,1.257,4e-06,True,11.52
394,4,1.778,4e-06,True,9.56
395,4,1.958,4e-06,True,4.72
396,5,1.554,5e-06,True,9.68
397,5,2.932,5e-06,True,9.66
398,5,1.85,5e-06,True,11.33
399,5,1.475,5e-06,True,10.63
400,5,1.577,5e-06,True,11.54
401,5,1.636,5e-06,True,11.08
402,5,1.646,5e-06,True,11.0
403,4,1.977,4e-06,True,10.98
404,4,2.017,4e-06,True,10.93
405,4,2.053,4e-06,True,9.44
406,4,2.224,4e-06,True,11.25
407,4,2.428,4e-06,True,11.43
408,4,2.388,4e-06,True,11.39
409,4,2.348,4e-06,True,11.51
410,4,2.125,4e-06,True,11.42
411,4,2.231,4e-06,True,11.5
412,4,2.292,4e-06,True,11.44
413,4,2.1,4e-06,True,11.07
414,4,2.013,4e-06,True,10.78
415,4,1.961,4e-06,True,9.83
416,3,1.896,3e-06,True,11.27
417,3,1.886,3e-06,True,11.22
418,4,1.424,4e-06,True,11.22
419,4,1.466,4e-06,True,10.77
420,4,1.476,4e-06,True,11.13
421,4,1.511,4e-06,True,11.17
422,4,1.463,4e-06,True,11.27
423,4,1.557,4e-06,True,10.92
424,4,1.897,4e-06,True,11.06
425,4,1.637,4e-06,True,11.16
426,5,1.869,5e-06,True,11.21
427,5,2.44,5e-06,True,10.91
428,5,2.475,5e-06,True,11.39
429,5,2.605,5e-06,True,10.58
430,5,2.427,5e-06,True,10.74
431,3,2.805,3e-06,True,11.04
432,3,2.945,3e-06,True,11.3
433,4,2.156,4e-06,True,11.13
434,4,2.127,4e-06,True,11.06
435,3,1.709,3e-06,True,10.98
436,3,1.274,3e-06,True,10.75
437,4,1.798,4e-06,True,11.03
438,4,1.879,4e-06,True,10.78
439,4,1.934,4e-06,True,11.11
440,4,2.039,4e-06,True,10.98
441,4,2.91,4e-06,True,10.89
442,4,2.935,4e-06,True,10.91
443,4,2.657,4e-06,True,9.58
444,4,2.407,4e-06,True,10.76
445,4,2.398,4e-06,True,11.01
446,4,2.369,4e-06,True,10.98
447,4,2.369,4e-06,True,10.95
448,4,2.369,4e-06,True,11.03
449,2,1.806,2e-06,True,10.94
450,1,1.906,1e-06,True,10.73
451,2,0.0,2e-06,True,10.99
452,3,1.486,3e-06,True,11.01
453,3,1.814,3e-06,False,10.95
454,4,1.745,4e-06,False,10.73
455,4,2.671,4e-06,False,10.52
456,4,2.562,4e-06,False,10.88
457,5,2.065,5e-06,False,10.93
458,5,2.361,5e-06,False,10.79
459,5,2.774,5e-06,True,11.01
460,3,3.897,3e-06,True,10.84
461,3,3.82,3e-06,True,10.72
462,4,2.608,4e-06,True,9.45
463,4,3.163,4e-06,True,10.66
464,4,3.026,4e-06,True,10.91
465,5,2.203,5e-06,True,10.69
466,5,2.441,5e-06,True,10.75
467,5,2.486,5e-06,True,10.71
468,6,2.047,7e-06,True,10.41
469,6,1.982,7e-06,True,10.77
470,7,1.839,8e-06,True,10.54
471,7,2.963,8e-06,True,10.66
472,7,2.223,8e-06,True,10.52
473,8,2.02,9e-06,True,10.24
474,7,2.076,8e-06,True,10.21
475,6,2.139,7e-06,True,10.7
476,6,2.305,7e-06,True,10.55
477,7,1.985,8e-06,True,10.64
478,7,2.401,8e-06,True,9.58
479,7,2.17,8e-06,True,10.35
480,7,2.212,8e-06,True,10.46
481,8,1.797,9e-06,True,10.48
482,6,2.918,7e-06,True,10.1
483,6,2.591,7e-06,True,10.14
484,5,3.161,5e-06,True,10.2
485,5,3.042,5e-06,True,9.73
486,6,2.455,7e-06,True,9.43
487,7,2.376,8e-06,True,10.42
488,6,2.274,7e-06,True,10.31
489,7,1.937,8e-06,True,10.41
490,8,1.731,9e-06,True,10.51
491,8,1.688,9e-06,True,10.34
492,8,1.781,9e-06,True,10.21
493,8,2.545,9e-06,True,10.31
494,7,3.014,8e-06,True,10.41
495,7,2.393,8e-06,True,10.41
496,7,2.248,8e-06,True,10.39
497,7,2.754,8e-06,True,10.3
498,7,2.88,8e-06,True,10.32
499,7,2.807,8e-06,True,10.32
500,7,2.838,8e-06,True,10.34
501,8,2.294,9e-06,True,10.32
502,8,2.824,9e-06,True,9.66
503,7,3.195,8e-06,True,10.28
504,7,3.145,8e-06,True,10.19
505,7,3.116,8e-06,True,10.17
506,8,2.439,9e-06,True,10.29
507,8,2.581,9e-06,True,9.98
508,8,2.606,9e-06,True,10.02
509,8,2.718,9e-06,True,9.55
510,8,2.744,9e-06,True,10.15
511,8,2.773,9e-06,True,10.2
512,6,3.049,7e-06,True,10.12
513,5,3.099,5e-06,True,10.04
514,5,3.145,5e-06,True,10.14
515,5,3.027,5e-06,True,9.89
516,5,3.161,5e-06,True,10.05
517,5,3.141,5e-06,True,10.04
518,5,3.11,5e-06,True,10.01
519,5,3.244,5e-06,True,10.0
520,5,3.21,5e-06,True,10.11
521,5,3.111,5e-06,True,10.12
522,5,3.131,5e-06,True,10.19
523,5,2.479,5e-06,True,10.17
524,5,2.515,5e-06,True,9.99
525,3,2.265,3e-06,True,9.99
526,5,1.395,5e-06,True,10.01
527,5,2.217,5e-06,True,10.06
